multimodal_emotion	text_script
0	 아 엄마 제발요. 제발 시험 진짜 잘 볼게. 제발.
3	"그러네. 쨌든 그런 것들이 너희 남매의 특징이야.	 한 마디로 에너지 과다."
3	아니, 누굴 택할지. 직접 본인 입으로 들어보자고요.
0	 뭐? 야 너 돈 내놔.
2	네.. 다행이라뇨…? 저 죽기라도 하는 건가요?
0	돈? 갑자기 왜?
4	아니에요 인기 없어요~
7	그래요. 아직 학생이라 혼자 정하기가 그렇겠구만.
1	왜? 무슨 일인데? 뭘 물어봐도 아빠는 그냥 한숨만 쉬어.
0	 뭐!
4	저희들이 다 전산으로 입력 해야 하는 부분이라… 사진 없이는 발급이 어려우세요.
6	뭐? 얘가 못 하는 말이 없네.
6	참, 그것도 다 옛날이다. 이제는 아주 할머니야 할머니.
4	네? 뭐라구요? 됐어요.. 별꼴이야 진짜…
6	뭔데. 어떻게 사야 되는데.
5	그래?
4	친구들이랑 약속한 데 있어?
4	한식 말고는 다 별 볼일 없다는 소리야.
2	밤에는 엄청 무섭겠다. 골목이 되게 좁던데?
5	확실하게요…?
1	기기 변경이라는 건.. 보통 기변이라고도 하는데. 통신사는 그대로 두고 핸드폰 기계만 바꾸는 걸 기기변경이라고 하는거야.
7	짜잔-  이게 해풍워치라는거거든?
5	뭐? 남자친구? 웃기다. 갑자기 왜 그런 말을 했대?
1	그렇구나. 나는 10시 넘어서 자는데.
0	 지환이는 공부도 잘 하고 착한데 너는 수업시간마다 왜 그렇게 떠들고 그러니?
0	아무리 그래도… 숙련자가 해야 되는 일인데. 어떻게 아무나한테 넘겨줘?
4	네, 학교에서 배가 너무 아프다고 해서 조퇴했다나 봐요. 병원에 데려가야 하는데, 지금 데려가 줄만한 사람이 저밖에 없거든요. 제가 가야할 판이예요.
4	어제 화장품을 잘못 썼나봐.
1	물티슈요. 이거랑 같은거.
7	오~ 진짜 착한 친구구나?
4	 서영이가 물을 가져다 줄 때까지~?
7	아이. 박대리 승진 기념으로 기분 좋게 마신 거야.
5	근데, 이걸로 대체 뭐 한다는 거니?
2	응. 사위도 이제 아주 은퇴를 했거든.
5	하얀색 자동차가 신호에 걸려서 멈춰 있었는데 초록색 자동차가 그냥 꽝하고 박아버리더라구요.
5	네?
5	아주 대단한 정보를 접했구만.
3	어떤…?
2	앞으로 어떻게 하면 좋을까요? 그냥 탈까요?
7	"저도 요즘 건강하게 먹으려구 저염식으로 먹고 있어요.	 할머니 드시는 거랑 비슷해요. 적응하시면 간장 없이도 맛있어지실 거에요."
4	정말…...너무 안됐다. 그럼 장례식 하겠지? ...오빠도 장례식 가겠네?
2	이빨 두 개 합쳐서 이백.
6	그냥 다른 남자 애들 한테 빌려봐.
3	"짜고, 쓰고, 떫고. 	 좀 익으면 시어 터지고."
1	아니, 진짜라니까. 진지하게 좀 들어 봐.
5	3시 40분!
6	나한테도 베트남인가 동남아 어딘가 간다고 그랬어.
3	형사 처벌이 진행되면... 세훈이한테도 큰 문제겠죠.
4	아… 안되는데…
4	저 요즘 너무 걱정이에요. 애들이.. 반 분위기가 너무 심각하거든요.
0	아 몰라~! 진짜 짜증나.
7	 여~ 좋은 아침.
3	여기가 동네 구멍가게도 아니고, 그게 되겠냐?
6	아… 힘들어
7	어.
5	애기집? 왜? 문 다시 열라고 해.
6	그건 싫지만. 애기들이 머리 휘황찬란하게 하고 다니는게 어색해.
5	배달대행업체서 오신 거 아니에요?
3	너무 많은게 안 되잖아요.. 밑반찬 집어 먹은건 죄송해요. 저도 이럴 줄 몰랐죠.
1	알겠습니다. 안녕히 계세요.
3	그게 뭐야?
5	네?
7	근데… 사위가 외국인이면 어떡해? 한국말을 못해서 가르치기 힘들 텐데.
7	이번에 아빠 오시면, 여행 가기로 했잖아.
2	시체 같아…!
7	"주말에 날씨 좋을 때 한 번 가봐야겠어요. 	 이제 완전히 가을 날씨네요."
4	제목이 꼭 그렇죠?
0	야. 너 물 한번 갖다 주면서, 인신 공격까지 하기야?
5	무슨 영화길래, 하늘을 난다는거니?
3	엄마가 형 때문에 너무 힘들대! 형이 맨날 말 안 듣고 공부도 안 해서!
6	아니요! 아니요! 아니요! 괜찮습니다!
1	고모 나 배고파.
6	더 이상 살아갈 의욕이 없다. 직장에서도 짤리고, 만나는 사람도 없고...
5	이사? 어디로?
0	누가 먼저 반말했어요?!
1	응, 그게 제일 중요해.
4	니 할아버지 아직 안 죽었으니까… 너무 걱정하지 말고.
6	그쵸? 너무 신경 쓰여요.
6	에이. 그러지 마. 괜히 비싼데 돈 쓰고.
7	그래? 예솔이도 그러고보니 영어를 잘 한다고 했었구나.
0	아.. 그러니까요. 이번엔 제가 두 세번 다시 확인하려고 해요.
2	픽션이라 해. 어차피 만환데.
1	네.
4	"인생이 조금 돌아가는 게 실패는 아니야. 알고 있지? 	 누구나 넘어져서 잠시 쉬는 시기가 있어.  너는 그저 남들보다 조금 빠르게 겪는거야. 알지?"
6	팀장님. 원룸사건 용의자 아직도 영장 안떨어졌어요?
4	걔가요...
2	열한 시.
7	네. 전 한참 전에 왔거든요.
5	 오빠 오늘 결혼기념일 아냐?
1	번호표 주시고요. 무엇을 도와드릴까요.
5	"테이크아웃? 여기서 먹으면 안된다고? 왜??	 그럼 어디서 먹어야 되냐?"
7	부엌에 계세요.
3	아, 니 형제 관계를 내가 어떻게 알아?!
1	누가 너 보고 적금을 들래?
7	요즘 삼겹살 가격이 좀 올랐다던데. 비싸려나?
5	그걸 지율이라고 하는 거에요?
7	효과가 있었어요?  그런데 실장님은 이런 거 복용할 필요가 전혀 없어 보이시는데.
2	사장님도 자녀가 있지 않습니까? 제 아이들을 생각해서라도, 이번 기회 진지하게 생각해 주십쇼.
5	성적표를 바로 가져오다니.. 잘 나왔어?
3	아  그렇죠 그렇네
4	 어쨌든… 이미 일어난 일인데.        화를 내서 뭐해. 아무튼, 엄마도 나한테 잘못한 거 있으니까,       쌤쌤으로 치자.
1	그럼 우선 분실 신고를 도와드릴게요.
1	네! 최선이에요!
5	응. 매표소에 할아버지가 있더라.
0	엄마가 뭐라고 했어? 숙제하고 놀랬어 놀고나서 숙제하랬어!
2	아니에요.. 아니에요..  제가 잘못했어요 아빠..
2	불안하네.. 항상 자리에 안 계시니까..
4	점심 뭐 먹을래?
0	먹는 건 좋다 이거야. 다만 오만원이라도 챙겨주려는 마음이 있어야지, 식구들 주렁주렁 달고 오면서 어떻게 빈손으로 올 수가 있어?
3	에이. 지금 보니까 별론데? 몸도 별로고.
6	그러니까. 마산댁은 아직 70대잖어. 아직 어려서 그렇지 뭐.
5	싫어. 고양이한테 생선을 맡기지.
6	나는 족발 싫단 말이야.
3	야 너는 여자애도 아니고, 그게 뭐냐.
5	네? 지금 저보고 두꺼비라고 한거예요?
5	뭐 그냥. 같은 반인데. 왜?
6	착하고 자상하고 가정적이야.
6	다 늙은 노인네한테 오백원 깎아먹고 싶어? 심보가 못 돼 쳐 먹었구만.
4	….잘 안 되니까 지금 이렇게 힘든 거잖아.
0	그러니까. 사람은 사람으로 잊는 거라고. 넌 그런 말도 모르냐?
1	이제 한 500일쯤 됐어.
0	제가 두 눈으로 저기서 똑똑히 봤는데 왜 거짓말하세요?
7	아까 얼마 나왔죠?
2	아저씨…. 제발. 아저씨 자녀분들 생각해서 저 좀 봐주시면 안돼요?
0	아니! 삼촌 진짜 너무한 거 아니야?  하나뿐인 조카 생일도 몰라?
4	그런 놈들이 어떻게 교장이 되는지 모르겠어. 눈치도 없어가지고.
1	우리 집이 이사를 가야 하는데 말이야.
2	눈이 없었어요. 두 눈이 움푹 파여서 까맸어요.
6	아니, 점심시간이라 다른 식당도 다 사람 많을 거 같아. 여기서 기다리자.
5	너는 내가 좀비 되면 어떻게 할건데?
4	네….
0	다 걸고?
5	그래.
4	돼지갈비 먹으러 가서 셋다 배터지게 먹었으면 좋겠다.
6	그건 그래. 오빠가 설거지는 기가 막히지.
2	그럴 용기가 없었어. 애들 눈치도 보이고.
5	어디서요?
4	그래? 우리 소율이가 많이 힘들었겠다. 선생님이, 반장은 그런 일을 하기 위한 게 아니라고 애들한테 말해보는 건 어떨까?
0	그럼 나 독서실 끊어줘.
0	 학생이 돈 쓸 일이 어딨어?
3	그러다 또 종현이보다 작아지겠네. 종현이는 편식도 안 하고 밥도 잘 먹는다는데.
7	여기가 어디야? 반짝 반짝 하네
4	그렇게 오래됐냐? 나는 이제 늙어가지고 시간이 지나는 것을 잘 모르겠어.
5	 헤에? 쌤 모쏠이에요?
4	아니 말 못했어.
0	뭐? 김다희 너 이리 안 와?
5	물렸어??? 어디 물렸어.
1	이번에 서울에 새로 아쿠아리움이 문을 열었다고 하던데. 뉴스에서 봤어?
4	어릴 땐… 이런 생각 잘 못했는데.. 요즘은 손주가 생겨서 그런가? 이런 생각을 부쩍 많이 하게 돼.
3	 알아서 다 해.
6	숙제를 하고 싶을 땐 없을 거 같은데?
0	"거의 성인이면 니가 돈 벌어서 나가 살아. 자기 앞가림을 할 줄 아는게 성인이지.	 그리고 너 이런 식으로 살면 나가 살아도 금방 망하겠다."
5	내가? 이사 가면 어떡해?
6	"그걸 왜 못하게 해.	 사우나에 걸어놓으면 금방 마르는 것을."
1	응. 너한테 2호점 내준대?
2	"아… 내가 어떻게 하면 될까? 	좀 쒀줄까? 주중에는 좀 힘들 것 같고, 주말에?"
4	뭐 사람마다 다르긴 한데, 나는 중요한 것 같은데?
1	아기물개반 다음이 해마반이야?
0	미쳤습니까? 내가 당신을 왜 그리워해요? 우리 엄마를 그리워했다구요! 아들밖에 모르던! 가족 밖에 모르던 우리 어머니를요!
1	호텔이랑 렌트카 전부 예약했어.
1	늦은게 어딨어?
3	뭐야. 나한테 왜 짜증이야. 너 뭐, 생리라도 하냐?
1	그런건 진짜 드문 일이야. 만약 다친다고 하더라도, 상어에 물리는 그런 사고보다는, 안전 사고가 더 많지. 다른 사람 보드에 허리를 치인다든지…
5	왜 남의 물건에 막 손대고 그러세요?
3	뭐래. 완전 꼰대.
5	아, 그래? …. 그렇게 하기로 결정한거야?
0	그러게나 말이야. 자기네 가게 앞은 자기들이 알아서 한다면서, 당번 정해 청소하는 일에 쏙 빠졌다구, 거기 꽃집하는 미경이네가 뿔이 나서 말하더라구.
5	네?
7	돈이 없긴 없는데, 꼭 필요해서 샀지.
1	엄마, 상견례 말이에요. 식당을 어디로 잡을까?
1	그리고 자율배식이잖아!
5	너무한 건, 너다 너. 아빠는 명확히 말했고,  지켜지지 않을시, 바로 용돈 삭감 들어갈테니까, 그렇게 알어.
5	 그게 무슨 말이야?
7	오래 하네.
3	그런 쓰레기들은 도대체 왜 사는지 몰라. 걔 아마 학교도 땡땡이 쳤을 걸.
5	 아… 네. 그래서요?
0	강인아.. 조용히 해. 다른 쪽에 앉은 사람들이 들으면 시끄럽다고 해. 아빠까지 욕 먹는다.
7	어. 미리 가서 먹어봤는데, 맛은 괜찮다나봐.
5	진짜? 그 부동산 아저씨랑?
7	네. 근데 저 스타빈 아니면 커피 못 마셔요.
4	네… 사실은 세정이랑 싸웠어요. 그래서 학교 오기 너무 싫었거든요.
3	그게 뭐야? 이해가 안된다.
4	네… 그럼 아버지한테 말씀은 드릴게요.
3	맨몸으로 하면 힘들잖아. 저걸로 하면 딱 허리를 잡아줘서, 훨씬 하기 좋아.
5	아 맞다. 할머니 천재다.
7	 네! 그럼 제가 심부름 안 가도 되는 거잖아요!
6	괜찮아요. 그냥 가주세요.
1	좀 늦게 시작한다고 생각하…
6	왜 이렇게 웃어.. 사람 기분 이상하게.
4	아…큰오빠였으면 빌려 줬을텐데…
3	아우, 구차하게 왜 이러세요. 그냥 서로 좋게 좋게 해결 봐요.
1	뭐 하나 물어봐도 돼요?
4	아니요.. 한 번밖에 말 안 했어요.
4	"집에서? 	밥도 해먹고, 꽃에 물도 주고, 테레비도 보고 그러지?"
5	막 가져다 붙이시네. 저. 솔직히 선배한테 좀 실망이에요.
1	남자 친구가 방귀를 뀌면, 너도 뻔뻔하게 방귀를 내지르라는거지.
1	너 미국 가는 거 어떻게 됐어?
4	에휴…
6	정 보좌관한테 연락해서 간담회 끝나면 내가 의원님 찾아뵌다고 연락해놔.            보도자료 잘 준비해놓고.
2	알았어. 다음부터는 집에 오면 나 깨워. 언제 왔는지는 알아야 할 거 아니야.
2	그.. 그거.. 그러니까.. 제가 전부 다 마련하지는 못했고요..
3	음…일단 생각을 좀 해보고 또 연락 드려도 될까요?
3	 내 거에 페어링 해볼까? 뭐야! [어스팟]이잖아!
3	와… 사람이 아니다. 사람이.
0	다 어디 빽으로 되는거죠. 우리같은 평교사들이야 점수 쌓느라 빌빌대야 하지만.
0	수학 진짜 하기 싫어.
3	왜 놀라?
7	만약… 하게 된다면 그렇죠.
6	그 때 그 사람이구나.
7	그래서, 맛은 있었어?
1	나 지훈이랑 헤어질려고.
5	왜? 무슨 일이야..?
7	어. UFO 캠프.
2	부모 마음대로 흘러가는 자식이 어디 있겠어요…
0	내가 그걸 모를 거 같아?!
3	그지. 김대리도 남자라고 하는데 뭔가 이상해.
5	어, 거기, 찬욱이네 이모가 하는 데라고 했는데? 거기서 본 거야?
2	응.
1	엄마, 이 사진 속 사람이랑 지금도 친구야?
5	그러면 반대쪽으로 오면 되잖아요?
1	아 연장했어요.
6	어허. 어른이 권하는 거 그렇게 거절하는 것도 실례야.
1	수업 몇 시부턴데?
3	에이 코 묻은 돈 뜯고 싶냐?
5	오오. 우리 강인이 똑똑하네. 근데 백신이 아직 개발되지 않은 병도 있고, 백신으로도 한계가 있는 병도 있어서, 모든 병에 다 예방주사를 맞을 수는 없어.
6	우리 나라를 자기 부하로 만들었다는거야.      그래서 일본 사람들보다, 한국 사람들을 못난 사람 취급하고.       이유 없이 때리고, 괴롭히고. 그랬지.
0	몸에 안 좋잖아.
2	연락 받으실만한 분 계세요? 가족이나 친구분이나..
2	아니, 그건 아는데, 주방에 희재도 있잖아요.
1	응?
1	넌센스 퀴즈 같은 거야?
4	기운 내. 내가 아는 세형이는 이 정도로 기죽을 애가 아니잖아! 우리 아이스크림 먹으러 가자.
3	안 하면 안 되는 숙제야?
3	텔레파시... 
0	노후에 좀 쉬시면 어때요. 쉬실 나이시고. 계속 무거운 거 끄시다가 건강 상하세요.
3	야 누가 고딩들 노는걸 찾아보냐.
5	너 고모한테 용돈 받았어?
1	그러지 말고 같이 가자. 필요한 건 내가 다 준비 할 테니까.
4	나도 알아.
7	아니 거의 다 했어. 이제 10분이면 끝날 것 같아.
6	그래서 이거 사진을 어떻게 첨부하는 거야?
0	이게…?!
7	근데 요즘 PX에 이것저것 많이 들어오지 않냐?
4	누나가… 너무 진지해 보여서 말을 못했는데… 진짜 맛 없었어. 나 그날 체했어.
5	갑자기? 방금까지 군대도 못 보낼 거 같다더니   너도 어릴 때 사고쳐서 일찍 낳아버리지 그랬어.
1	얘 다시 보여줄게.
7	너 이모를 놀려?
1	그래, 할머니가 말 했잖아, 별거 아니라고. 금방 다 나았다니까, 정말 잘 됐다. 앞으로는 아이스크림처럼 차가운 음식 먹을 때 조심해야해. 여름에는 배탈 나기가 더 쉬우니까. 알았지?
3	그래서 그냥 니가 뽑았어? 어떻게 뽑았어?
6	그니까. 안 그래도 못 먹어서 승질나 죽겠는 사람한테.
3	아빤 짠돌이야!
4	"조금 부럽긴 하네. 	우리 성호는 언제 장가가서, 이런 손주 딱 안겨주려나."
0	지금 이게 죄송하다고 해서 해결이 될 문제인가요? 예? 말씀해 보시라고요!
2	….세아야.
1	그러니까… 자, 이제 무슨 일이 있었던 건지 차분하게 차근차근 말씀 해주시면 됩니다.
6	지훈이 너… 선생님이 모를 줄 알았어? 지훈이 어머니께서 전화 왔었어. 지훈이 공부 잘 하고 있냐고.
7	그래.. 솔직히 한 판은 다 못 먹겠고 반 판은 먹을 수 있어
6	네. 죄송해요 선생님. 아무튼 그래서 제가 그 놈들 다 한 대씩 패줬어요.        사진도 삭제하고요.
2	그러니까 갑자기 왜....
5	대흥이 아저씨랑 아빠랑 친하신 거 아니었어요?
4	아들 있는 놈은 딸 있다고 부러워하고, 딸 있는 놈은 아들 있다고 부러워하고.
2	….네. 그냥 뭐.
5	우리처럼 어디를 올라가?
6	 그...그래. 알았어. 뭐라고 안 할게.       대신 좀 자세하게 좀 말해봐. 어쩌다 그랬어?
0	누구야! 바른 대로 대답해!
5	근데 무슨 내용을 적지?
4	니가 창피한게 아니라... 니가 윤성 선배 한테 전화하면 창피해지겠지...
2	맞어. 이제 벌만큼 벌었다고 느긋하게 살겠다는 거지 뭐.
1	지나간 일이지만 아마 평생 갈 추억일걸?
6	 그래, 어쩐 일로 왔어?
0	저희 엄마가 얼마나 천사같은 사람인데…
1	아냐. 명호 왔지. 명호.
5	아이구 언니. 경로당엘 가야 할배들도 만나고, 친구도 만들 거 아니야.
4	아.. 그럼 저희 매장에 다시 오실 일은 없으신가요?
3	 세현이 아줌마한테 얘기하면 어떡해요? 아 진짜.
4	너무 힘들었겠지?
4	그렇구나
4	나 밥 먹고 싶은데...
2	아니 아빠. 이거 아니잖아 진짜...
3	뭐?
2	"아니, 남자애들은 좋아하는 여자애한테,        	어떻게 좋아한다고 표현해야 할지를 몰라서      	 그렇게 괴롭히기도 하거든."
0	아 뭐에요!
0	" 저게 누굴 닮아서, 저러고 다니는 거야.	 저런 게 대체 어디서 나왔어. "
5	아, 혹시 동남아 쪽으로 가는 것도 있나요?
0	아이고, 그런 얘기 그냥 만나서 하면 되지.
4	그게 좋은거다 얘.
1	아.. 네. 맞습니다.
4	미안하다, 야…
0	         난리세요? 너 지금 선생님한테 말 버릇이 그게 뭐야?
7	큰 결정 내린 거니까.
2	어떻게 모른 척을 합니까. 수사가 들어오는데…!
5	 뭐?
6	실망이야.
4	아.. 어린이는 커피를 마시면 몸에 안 좋아요
4	 그래도... 나는 엄마가 다시 행복해진 거 같아서 좋은데. 형은 안 그래?
3	네가 지금 아이스크림을 먹어야 되는 이유 세 가지만 들어 봐.
2	일단 제 번호 지우시구요, 선생님은 그냥 모른 척 하고 계세요.
2	 야, 성호 죽었잖아.
2	그것 때문에.
4	동생은 성격이 좀 어때?
2	현아는 대학생이라 올지 모르겠네. 형진이는 오지 않을까?
6	"잔말 말고, 엄마가 지금 영어학원도 알아보고 있으니까,	 너네 친구들 좋다는 데 있으면,  엄마한테 바로 말해. 알았어?"
3	"자기 우산은 자기가 알아서 챙겨야지.	 오빠가 애야?	 준호오빠랑 어떻게 이렇게 달라?"
7	어.. 그래. 너는 뭐 워낙 잘 하니까.
4	그럴 수도 있고. 아닌게 아니라… 요새 진짜 운동 부족이야. 조금만 걸어도 숨이 차.
6	그거야 뭐 좋은걸 맨날 바르니까 그렇지.        너도 이제 스무살 넘었으니까, 피부 관리 잘 해야지.
5	공포 영화도 잘 봐?
7	후라이드 치킨.
0	너 용돈은 다 어따 쓰고.
0	나를 죽일 셈이 아니고서야… 통짜로 부러진 날을 음료에 담아 줄 수가 있냐?
5	나? 아냐 됐어. 나 얘네 안 좋아해.
7	있다 아빠 오면, 아빠한테 말해 봐. 아빠~ 진명이 방 생기게 돈 더 많이 벌어오세요~
5	유치원 선생님이에요?
1	생각해 봐. 우리 엄마랑 아빠는 둘 다 운동을 잘 하잖아.
6	" 원철이를 빼면 원규도 같이 빠져야 되는 거 아니야.	 야. 원규가 내 고등학교 동창인데~ 내가 어떻게 그래. 난 못 해."
3	어차피 손님 아무도 없네요!
5	제가 잠깐 다른 생각을 하느라… 흐름을 좀 놓친 거 같은데 어떤 맥락으로 하시는 말씀이신지…
4	네... 괜찮아요.
1	응. 난 일년에 세번도 안 울어.
0	다 드셨으면 그릇을 시키신 데 앞에다가 둬야죠  아 이거 없어진거 같은데
7	진짜 개짱이야!
7	니네 아빠가 워낙에 일찍 자잖아. 그 때 심심하니까 봐야지.  아 맞다. 나 그거 이번에 새로 시작한 사극도 다운 받아주면 안돼?
5	아… 그걸 보셨구나.
7	내가 뭘 도와줬다고.
6	급식을 받아놓고 다 버려?? 왜 점심을 안 먹어?
1	밥은 어디서 먹을건데?
5	금간 게요?
5	주판이 뭔데?
0	실습 끝나고 수도 확인도 안하고 그냥 가면 어떡하냐?
5	화력발전소… 아, 그래서 지금 물의 흐름이 막힌 것 같은 느낌이 드는구나. 지금 보면 기운이 흘러야 하는데 다 증발하고 있어요.
1	응. 근데 원신이는 그 고릴라 어떻게 생겼는지 몰라?
3	미역국 삼촌이 끓이면 되겠네. 어차피 집에서 아무것도 안하잖아.
7	그래요, 이력 훌륭하네. 논문도 봤어요. 석사 논문치고 인상적이던데.
4	형. 딱 한번만 더 도와주라.
6	하아… 그래요…
4	또 차였다면서.
3	느끼해.
6	"엄마가 형한테 얼마 준다고 그랬어? 	10만원?"
5	아니요? 이거 어디 나라 말이에요?
0	 97년 생은 소띠에요. 이 미성년자 자식아.  당장 안 꺼지냐.
0	어떤 놈이 그런 말도 안 되는 소리를 해?
2	그래도.. 너 독립하면 그 때부터 돈이 얼마나 새는 줄 알아? 자리 잡을 때까지 그냥 엄마 아빠랑 살기로 한거 아니었어?
5	아 진짜? 타고난 건 줄 알았는데?
7	그렇죠?
1	동아리에는... 이번에 1학년 후배들 새로 들어왔지?
6	 아아. 그럼 나 그때까지 뭐 해.
0	어우. 그걸 꼭 지금 봐야 돼? 밥 다 식겠다.
6	"옛날에 여기 살던 언니가, 죽었잖아요.	 그래서 아줌마 아저씨 다 이사갔다고 그러던데."
4	우리 반에 병준이라고 알지.
3	너 내가 경찰 부른다?
4	그냥. 나도 우리 아버지가 많이 무심했거든.
6	너 뭐 먹고 왔냐? 깔짝대다가 말어 남자애가.
6	 무무한테 무슨 일 생기면 너 죽을 줄 알아.
7	"근데 어떻게 이렇게 빨리 왔어요?	 빠르기도 하지."
5	엄마가? 어디 놨을까?
3	개꿈이잖아!
2	요금제는?
0	어떻게 할거야! 책임져!
0	"뭘 기억이 안나. 	어머니 돌아가셨을 때 니가 몇 살이었지?"
6	아퍼! 왜?
0	제가 가는 길을 막고 문을 잠궈야 못 나가게 하는거에요? 밑반찬이 값이 나가네 어쩌네 하면서 사람 무안 주는 것도, 막는거 아니에요?!
6	너 지금 신는 거 있잖아.
3	"잔이 여러 개구만. 혼자 마시기는. 	 설마 또 화투판 벌인 거 아니지?"
4	형… 그럼 친구가 없어서 책만 본 거야? 우리반에도 그런애 있는데… 박지윤…
1	응. 가족도 너무 소중해.
2	네.
6	뭐긴 뭐야. 사는 게 힘들어.
1	힘들게 익혀야 진짜야.
3	엄마가 여기에 맡기신게 확실하대?
4	뱀파이어는, 사랑을 할 수 없는 불쌍한 존재인거지!
6	" 그건 또 그러네.	 할 생각은 있긴 한 거야?"
7	어서오세요, 오랜만에 오셨네요?
6	그게 아저씨 일이니까!
1	왜? 니가 그렇게 화내니까 갑자기 너무 궁금하네.
4	네.. 바로 드릴게요.
3	아니거든. 그냥 아는 선배거든.
6	미래가 안 보여.
6	도쿄 얼마전에 다녀 왔잖아.
4	아….
4	안 도와주셔도 괜찮아요. 저 알아서 해결할 수 있어요.
1	그렇지 않을까?
7	우리… 그럼 빙수 먹으러 갈까?
6	소스도 다 부어져서 나와서 눅눅했어요
7	청도. 요즘 거기가 비행기 값이 싸대
7	"	그래주면 고오맙지! 나 남자 좀 잘 만난 것 같아. 완전 땡잡았네?"
1	뭔 충? 뻐 카 충?
3	 야! 너 장난해? 엉덩이 좀 들어 보랬다고 진짜 엉덩이만 쑥 들고 있는 거니?
1	둘쨰는, 음 와이프가 일 시작한 지도 얼마 안됐고.  지금은 좀 때가 아닌 거 같애.
3	에이 지금은 준비된 것도 없고, 부끄러워서 안돼요.
4	네. 간병하는 데 드는 돈이 아까워서, 따로 간병인 두는 거 어렵게 생각해요.
1	수염? 당연히 나지.
0	안 삐졌다고! 왜 자꾸 그래.
1	아니야. 내가 TV 에서 봤어. 목 건강에 제일 안 좋은 베개가 할머니거 같은, 높고 딱딱한 베개랬어.
5	네? 아.. 일단 제가 한 번 만져볼게요.
6	"나, 아까부터 왔지.	 오빤 왜 이제와."
7	응. 아직 덜 익었는데, 며칠 있으면 맛있을거야.
2	아이고….
3	그래. 3년이면 충분히 쓰겠지?
5	뭐…? 좋아하는 애가 생겼다고? 여자애?
1	그냥 할아버지한테 물어보지 그래?
5	엄마, 말에 모순이 있는 거 아니야?
3	아.. 질척질척 짜증나.
5	시나리오 전공 하셨네요.
4	그러지 말고 한 번만 몰아보자. 내가 언제 또 이런 차 타보겠냐.
4	"누나가 그걸 얘기했어요? 아 참, 누나도 주책이네. 	 뭘 그런 걸 아버지한테 쪼르르 와서 얘기하고 있대."
3	어. 왜? 부러워?
3	요즘 당신 좀 변한거 같아.
3	무식하고, 무능력한 머스마라 자격지심 느끼니?
7	개그맨 박유미씨랑 먹방하시는 김태양님도 저희 회사 소속이세요.
6	알았어. 말한다는게 아니라. 걱정돼서.
1	엄마 아빤 아까 마트 갔잖아.
0	저런… 그런 일이.. 희천이 그 친구, 원래 심장이 안 좋았나…?
4	우리 노래방 오늘까지 거던.
3	무슨 생각으로 이런 걸 써와?
7	좋은 친구들이 있다는 건, 네가 좋은 사람이라서 그런거야.
0	원래 세상은 불공평한거야.
6	"엄마 살아계셨을 때도 나 똑같았거든? 	신경 쓰지마."
3	왜?!
0	사기꾼이 아니라 먹는 내가 느낌이 다르니까 그러지.
4	 밥 먹으러 가자.
3	참... 선배는 술맛 잘 아셔서 좋으시겠어요~
2	사장님이요…
6	"아까 밥도 별로 안 먹었는데 	진짜 괜찮아?"
0	뭐야 답정너네. 알았어. 엄마 먹고 싶은대로 가.
6	아빠가 할머니 요양원 보내자고 하던데..
6	너 마케팅팀 김은혜 대리랑 무슨 사이야?
7	음… 아니에요. 그런건. 근데 그냥 돈으로 주시면 더 좋을거 같긴 해요.
6	왜 이렇게 빨리 집을 내놨대?
0	뭐…? 이게 아주…?!
1	그럼 그렇게 얘기하지 그랬어. 왜 금요일로 정했어? 누가 토요일이 안 되는 사람이 있었어?
6	 그냥 따라와요. 대명관까지 데려다줄게요.
5	팬다고?
6	그건 알지만.. 그러면 외국인들이 한국어를 배우면 되는 거잖아요?
1	아 그럼요!
3	아니긴 뭘 아니야? 뻔하지.
5	왜? 우리 아빠는 친구라고 했는데?
0	보셨는지 모르겠지만, SNS에도 많이 올라가 있거든요. 그거 알바 쓴 거 아니고 다 100% 진짜 후기에요.
0	그게 무슨 말도 안되는 소리야. 지금 니 나이에 공부하고 키크고 해야 할 일이 얼마나 많은데… 고작 살을 빼겠다고 탄수화물을 제한해?
5	뭐..뭐하는거야! 핸드폰 바닥에 버려! 
5	 어 할아버지! 뭐 필요하세요?
4	피자 먹고 있는데 미미 오면 어떡해?
4	그래. 너희들만 그런 게 아니라 어른들도 그렇다니깐? 쉽게 서로를 오해하고. 그러면서 싸우고.
1	글쎄. 없을걸. 요즘 집에 먹을 게 없어.
4	자네 손주 재롱을 못 봐서 아쉬워.
5	너 걔 좋아해?
3	아빠가 그런 말을 입밖으로 내겠어? 아빠는 엄마가 계란 껍질로 요리를 해줘도 잘 먹을 사람이라고!
1	응.
0	왜? 이모가 도와 주러 오는 게 싫어?
5	네 무슨 일이시죠?
1	왜애. 무슨일인데.
2	그러게. 그럼, 무서운 얘기나 할까?        대나무숲 하면 무서운 얘긴데.
5	진짜? 나 엄마한테 물어본다?
2	음… 아니야, 아니야. 아니야. 사. 사자!
4	<은혜 갚은 고양이>라는 동화책을 읽고 감상문을 썼는데, 그 이야기가 너무 슬펐어.
2	 음… 이게 무슨 맛이지.
1	응. 외국 애들 봐봐. 어릴 때부터 커피 많이 마시는데, 키도 엄청 크잖아.
4	맞아. 나 발차기도 잘하고 다리 찢기도 잘 한단 말이야. 내가 먼저 검은 띠 따고 싶어.
