text_script	multimodal_emotion
너 이거 진짜 꿀팁이야. 메모해놔. 말하면서 괜히 영어 많이 쓰는 남자들 있지? 그 인간들 다 지뢰야. 조심해야 돼.	1
응. 엄청 엄청 나쁜 생각해. 나.	1
 음… 시리얼 먹을래!	7
어머. 어딘데요?	4
집? 아직 구체적으로는 얘기 안 해봤는데,  내가 모아놓은 걸로 대출 받아서 잡으면 되지 않을까?  요즘 신혼부부한테 혜택 많이 준다던데.	1
응. 엄마가 9시 되면 자라고 불을 꺼줘.	1
너, 돈은 돈대로 받아먹고.. 일은 안 한다고, 내가 옆 자리 사람들한테  많이 들었어.	3
아 왜. 내가 알아서 할게.	6
아~ 왜~ 나 이모한테 계속 어린애 할래~ 나 좀 봐 주라~	7
알았어. 잔소리 좀 그만 해.	4
왜 그래?	5
뭐야. 그럼 엄마 폰이네.	3
어디 가세요?	5
"궁금하면 삼촌이 보든가. 	손이 없어 발이 없어?"	6
최용일입니다.	2
오랜만에 만나서 이상한 얘기나 해서 미안해. 괜히 너까지 우울해지게만 하고.	4
어쩔 수 없죠. 블랙이가 잘 지냈으면 좋겠어요.	2
윤성이한테 들었어.	1
네 알겠습니다. 다음부터는 이런 일 없도록 할게요. 한번만 봐주세요 사장님.	2
슈퍼 건강하다, 할머니. 근데, 꿈 꾸면 어떤 내용이야?	2
야 우리 어떡하냐. 증권사 다니는 친구가 이거 진짜 백퍼 오른다고 했는데.   오늘 꼭 사라고 했어.	4
아 귀찮아.	6
그건 당연한 거 아닙니까? 일 다 끝나고! 소 잃고 외양간 고치는 거 아니에요?	0
택수 아저씨네도 전자레인지 있지 않을까?	1
저도 뭐 들은 게 없어요. 삼촌이랑 똑같아요.	4
 형들이랑 나는 다르지...  나는 경력도 없고...	4
"너 요즘 사춘긴가 뭔가, 그거 온 거야? 	 왜 이렇게 엄마 속을 썩여."	2
많이 잤어! 지금 일어나야 밥 먹고 가지.	0
나! 너, 그렇게 안 가르쳤다! 체면 안 서게… 무슨, 무한 리필집이 말이 되니?	1
학교에서는 이런 저런 안 좋은 일들이 많이 일어나던데!	4
그게… 나 이번 학기부터 애인이랑 같이 살기로 했거든… 다른 친구들한테도 물어봐 줄게, 너 룸메이트 해줄 사람 있는지…	2
아….아 맞다! 돈스테이크!	5
그렇구나… 있잖아.	2
저 돈 없는데…. 꼭 굿을 해야 할까요?	2
그러니까. 너무 복숭아라, 조금 남사스럽게 느껴지더라.	7
그런가봐. 나도 못 알아 듣는 거 많아.	1
이모도요?	5
"니가 생각해도 징그럽지. 사회에 심각한 해를 끼치는 거라고. 	길가다 안구테러 당할 사람들을 생각해봐."	3
아 미안해. 좀 둬 내가 할게.	2
네.. 저도 후유증이 좀 있어요 조금만 무리해도 바로 다시 아프고..	4
네… 다른 일을 좀 하다가.	2
오늘 너 때문에 너네반 여자애 하나 울다가 조퇴했다며.	6
그럴 일은 없을거예요.. 제가 임상적으로 경험해 봤을 때는 그래요.. 일단 검사 데이터 같은 걸 또 자세히 확인을 해 봐야겠지만요. 암튼 화이팅..	2
어후. 고추 달린 놈들은 왤케 바람을 못펴서 안달이야?	6
근데 자꾸 생각 난단 말이야 궁금해서..	1
무슨 숙제?	3
고무장갑은 뭔데? 왜 고무장갑인데. 니 살림이나 하라 이거야?	5
흠… 프로게이머 힘들다던데…	4
삼촌, 나 피씨방 가게. 돈 좀 줘.	3
넌 나이가 몇인데 아직까지 반찬 투정이냐?	5
오…. 누나가 인정했단 말이지? 근데 그럼 오히려 아까워 하겠는데...	6
오늘 늦게까지 일한다고 했잖아. 이렇게 이른 시간에 왜 집에 먼저 와있어?	2
일단 5만원부터 줘봐.	6
이 동영상이 재밌다는 거지. 사람 우습게 보고 하는 말이겠니? 어머 황당해라. 날 그렇게 모르니 넌?	0
아 요즘 기침이 너무 심해져서요.	1
왜요?	5
…..네…	4
태국이 좋다더라고. 티비에도 많이 나오고.	4
돈은 잘 준대요?	2
어떡하긴 어떡해. 내가 그냥 해서, 먹고 살고 해야지.	4
그러니까요. 면접보러 올 때 느꼈던 거랑은 너무 분위기가 달라서 당황스러울 정도예요. 원래 있던 직원들이 텃세 부리는 건가 싶기도 하고.	6
장난이고. 요즘에 잘 보일 사람이 좀 있어서~	7
아. 돈이 좀 있으면 좋긴 한데, 그것도 뭐 꼭 필요한 건 아니에요.	1
뭘 한숨이야. 한숨 쉴 거 없어. 난 편하고 좋다니까.	6
너무 무서웠어…	2
응. 다 언니가 이렇게 만든거야.	1
그 아들이 다음 달에 결혼을 한다네?	4
근데… 좀 걸리는 부분이 있어요.	2
나 없으면 너 혼자 어떡하려고 그래.	2
"아버지, 그런 말씀 좀 하지 마시고요. 	 혼자 지내시기 적적하니까, 저희가,다른 어르신들이랑 같이 지내실 수 있는, 시설이라도 좀 알아볼게요."	4
네? 그게 무슨 말씀이세요?	5
형님, 저 뭐 하면 될까요?	5
아 다용도실에 빨래 거치대 있어요. 그냥 거실 아무데나 펼처 놓으시고 널으시면 돼요. 개는 건 제가 갤게요.	1
응. 보니까 여기에 진짜 할머니 할아버지들까지 다양한 사람들이 있더라. 아빠라고 못할 거 뭐있어?	7
그래. 고마워.	4
딸기는 누구야?	5
아니. 소설가. 나는 소설 보면서 상상하는게 제일 재밌더라.	7
 아, 이거. 아무 것도 아니야.	2
어제는 안 그랬잖아.	5
그런 말이 아니라….	2
우리도 고양이 키우면 안 돼?	6
뭐 때문에요?	5
음... 별로 없는데...?	4
장기 대회요?	5
세상에. 정말 이상한 사람 많아.	7
아니. 왼쪽에.	1
어. 너 내일 되면 진짜 바쁠 테니까, 오늘 불러서 뭐 좀 물어보려고.	7
아. 너랑 있을 때도 말이 별로 없구나. 나는 그냥 낯을 많이 가리는 줄.	5
그.. 철수 얘기 있잖아. 철수 취직 얘기…	2
조금만 참아. 눈 딱 감고 밥만 먹어.	4
그래도 그거라도 안 하면 취업이 더 안 될 거 아냐.	3
너 지금 남자친구 있지 않아?	5
영어학원 다니래.	4
엄마 금방 올거니까 잠깐만 그냥 있어.	6
곱해?	5
혜정인 매달 적금을 니 월급 만큼 부어.	3
응… 그럼 혜민이가 너무 억울하고 힘든 친구들 도와주고 그럴 수 있어? 혜민이도 힘들겠지만…	2
야. 다 유전자야. 노력해도 소용없어.	3
맞네? ...어떡하지?	2
엄마, 우리 저기 가서 발 좀 담글까?	7
"그래도 위험해요, 이 사람아. 	나는 우리 딸 통금이, 아직도 10시야. 	10시까지 들어오려면 9시에는 출발을 해야 되거든. 	근데 지금 몇 시야 대체."	2
 스토리는 내면의 변화.	1
 네. 형 귀찮으신 거 아니면 혹시 부탁좀 드려도 될까 하고요.	2
"뭔 소리야 그건 또. 생기면 생긴 거고, 아니면 아닌 거지.	 그렇고 또 아닌 건, 무슨 뜻이야 대체?"	5
죽집은 어딨지? 저기 올라가면 하나 있지 않나?	1
응. 근데 내가 말했다고 하면 안 돼. 알았지? 선생님 화내면 무섭단 말이야.	2
내가 최 대리에게 못 해준 게 너무 많은 거 같다. 좀 더 친절하게 대해 줬어야 했어. 밥도 자주 사 주고, 무슨 고민이 있는지 들어 주고... 그랬다면 이런 일이 일어나지 않았을텐데.	6
시험 끝나니까 좋으냐?	7
자동차 10년 타기 운동은... 이제 옛말이에요~	3
왜. 아빠는 왕이 되기 싫어?	5
요즘은 다 그렇게 하거든? 그것도 몰라?	3
오늘 중으로 인트라넷 등록하세요.	1
정말? 삼촌이 해결할 수 있어?	7
아... 저는 아들이 하나 있습니다.	5
그건 휴가갈 때 입는 옷이지.	5
 야. 수업 중에 지금 나간다고?	1
"저번에 아저씨 그냥 물에 밥 말아 드신다고 	엄마가 걱정하시던데요."	6
직관적이라… 직관적 알겠어.	7
너는 학생이니까 뭐. 한 10만원이면 되겠지.	1
아니야. 전공인 애들도 있었는데 니가 1등한거야.	7
"아, 여기서 어떤 버스 타야 갈 수 있을까요? 	큰 버스 타러 가야하는데 길을 잘 몰라서."	2
그래서, 무당이 됐어?	2
"그래. 그리고 막 술도 있지 않아?	 양주 종류?"	7
내가 봤을 땐 그런데. 그래서 조심하라고도 했는데,        귓등으로도 안 듣더라. 아주 세기의 사랑을 하고 계셔요.	3
아 네...	2
나 카메라를 하나를 사려고 하는데.. 추천 좀 해줄래?	1
아니 그 사고가 인터넷 뉴스에 속보로 떴더라구요.	7
야. 너 나 잊으면 안된다.	7
그동안은 그럴 가치도 못 느꼈는데… 더 이상 못 참겠네요!	0
집에 가만히 있으면 덥지도 않아.	6
"아니, 딱히 문제랄 건 아니고. 그걸 받아주는 집이 별로 없어서. 	선택지가 너무 없는데?"	6
아니? 목욕탕에 사람 그렇게 많을까?	5
배다른… 내 사랑…? 이름까지는 모르겠는데.	2
그런데 선생님이 나한테 일어나라고 그랬단 말이야.	0
어 어. 그래서. 못 생겼대?	6
여기? 할만해. 쉽지는 않지만. 뭐 쉬운 일이 어디있겠냐만은..	4
"아, 뭐에요. 무서워요...	 근데 할아버지가 왜 저한테 그러는 건데요?"	2
"근데 어떡해. 니가 오늘도 숙제 안 해와서 	오늘 지금 남아서 나머지 공부 하는거잖아."	6
그거 술이야 임마. 아이고. 아무거나 막 마시면 어떡해.	5
그게 뭐가 창피해!!	0
 가게 규정이라서요. 부탁드립니다.	2
봤지요...	4
대박. 우리 중에 제일 먼제 결혼하겠네.	5
음… 되게 의외네… 그래도 내가 하는 나쁜 생각에 비하면 아무 것도 아닐거야~	1
 나? 톡하는데?	7
아니, 아주머니도 충분히 정정해 보이시는데요?	0
잘 봐. 내가 택수 그리는 거 보여 줄게.	1
저 옆 동네 영화관에도 없어? 자리?	3
그렇구나. 나는 10시 넘어서 자는데.	1
지금 동생이 아파서 낑낑거리는데 누나가 되어가지고 비꼬는거야?	6
제가 뭘 잘못 했는데요?	3
너 학교 어디야? 부모님은 어디야?	0
이모~ 요즘 유행하는 영화 뭐 봤어?	7
아니에요..	2
지겹고 말게 뭐 있어. 먹고 살아야 되니까 하는 거지.	6
 아. 잘못했어요 선생님.  다음부터 열심히 해 올게요!	2
좋아.	7
세상에나… 진짜예요?	5
 집에 변변찮은게 없어서…이거라도 드셔요.	7
절하는 친구? 스님이란 말이야?	1
제가.. 엄청 어릴 때, 아무도 안 사는 집에서 자주 놀았는데요..	2
아…	2
너는 참견 좀 그만하고 집에나 가.	3
같이 늙어가는 처지? 당신은 애들 보기 부끄럽지도 않아?	6
영화에서나 봤던 게… 이렇게... 실제로도 있었네요….	5
지금 저희 잘못이란 얘기예요? 돈 벌기 싫으세요? 그쪽 물건 빼드려요?	0
십만원 짜리 태블릿 있으면 그거 사줄게.	1
아니요. 알지도 못하더라고요!	6
하고싶은 거 있다고 할 때 좋다고 응원해주는거는,        이십대 초반때까지 얘기구요. 너 예전에 승무원 하고 싶다고 해서        승무원학원 보내줬더니, 그 거 때려쳤지, 공무원 한다고 해서 노량진 보내줬더니,        거기서 같이 공부하는 남자애랑 눈 맞아서, 공부 하나도 안했지.        거기에다 그거 뭐야? 영어학원 때려쳐, 헬스는 가지도 않고.	0
정말…? 그 정도야…? 어… 이모 미안해.. 괜히 말 했나봐…	4
이게 내 한계인 거 같아... 형이랑 같이 있으면서 행복하면서도... 자꾸 안 좋은 생각만 들어.	4
경찰서가 제일 안전해. 거기서 엄마한테 전화도 하자.	7
나 봐라. 매일 먹어도, 날씬하잖아.	3
그런 억지가 어딨어. 너 내가 너 꼴보기 싫다고 때려도 그럼 정당방위라는거야?	0
아니야. 수민아. 공부 열심히 해서, 우리 대학교 와서  선후배 사이로 만나자.	1
근데 왜 안 보여줘. 선생님 보여 줘야 채점하지.	0
형준이가 공부해서 잘 본거면 짜증 안 나지.	6
짜장면 싫어? 그러면 치킨 시켜 먹을까?	7
절 한 번당 만원?	1
왜 못 찾아 그걸, 하이고. 잘 되어 가긴 해? 생전 안 하던 요리를 한다고 하고 그래.	3
응? 그냥.. 괜찮아. 왜? 너는 우리 엄마 좋아?	5
"잘 기억이 안 나요. 했던 것 같기는 한데, 	했어도, 워낙에 오래 전에 했어서, 잘 모르겠어요."	6
 맡아봐.	6
고기도 너무 얇고	6
그걸 어떻게 잊어버리냐. 그 날 엄마한테 혼날까봐 가방 싸들고 나왔던 거 기억난다.	6
나도 좋아하지.	1
마트꺼보다 괜찮아? 요즘 날이 더워서 신선도가 좀 떨어지지 않을까?	5
집 놔두고 카페에서 왠 공부?	5
아 몰라. 왜 그런걸 물어. 그런 말 잘 못해.	3
영수씨가 이게 회사 생활이 처음이라 잘 모르나 본데.. 그런 걸 보통 나같은 사람한테 물어보나..?	3
황금! 우리 황금 어딨어.	7
"만약에 그렇다하더라도, 예린이 탓은 아니야.	 혹시라도 그렇게 생각하지 마."	4
다행이다. 너희 엄마는 좀 작으시잖아.	7
그럼 칼을 빌려야지. 왜 가위를 빌려?	6
" 알았어! 차 빼면 되잖아!	  니 잔소리를 이렇게 맨날 듣고 있느니,	  그냥 몇 분 더 걸어다니고 말지. 	 "	6
그래. 개천에서 용난다는 것도 다 옛말이더라고. 내 동기들만 봐도, 진짜 다 재벌에다.. 잘 사는 부잣집 애들이야.	3
나, 나중에 웹툰 작가 할거야.	1
"누가 그냥 괜찮다고 연애를 해~	 좋아야- 하는 거지, 연애는."	6
그래도, 백 만원은 나올텐데.	3
넣어놨는데?	2
처자가 없단 소리는 안 허는 것이, 여자친구는 있나 보제?	5
그게 그 슬러쉬 같은 건가?	2
어유. 그래도 지난번보단 덜 올랐네.	2
자네야 워낙 예전부터 운동을 좋아했다지만, 그래도 좀 조심해.	1
내가 뭘 그렇게 잘 못했어! 다른데도 현금만 받는데가 얼마나 많은데!	0
근데, 내가 오늘 학과 회의 있는 날이라. 밖이었거든.	2
근데… 그렇게 소중하신 분들이 타고 다닐 차인데… 준중형 차로 괜찮으시겠어요?!	3
이번에 명문대에서 대학원생 하나가 투서 올린 거 뉴스에서 봤어?	1
"근데 혜미야, 너 생일 한참 남지 않았어? 	 10월달 아니었어?"	5
니가 그걸 왜 물어!	3
선생님은 뭘 몰라요. 전학가면 왕따 되는 거라고요. 왕따.	0
응, 엄마한테는 이미 이런 이야기들 다 했어. 전학수속만 밟으면 돼.	1
학원 이름이 뭐지?	3
아 축의금 또 얼마 내야 되지.	4
선생님 저 조퇴할래요...	4
내가 또 미래의 신부님께는 충성하지.  나랑 결혼해주겠다는데, 모셔가야지.	1
아.... 진짜 내가 너무 미안해 진짜.	4
시늉? 아휴 알았어 알았어	5
와. 진짜 부럽네요. 언제 저랑도 한번 같이 가시죠?	4
아니야. 엄마가 저번에, 나 자주 보러 온다고 했어.	4
그래. 나 한 번 말한건 꼭 지킨다. 알지?	7
그래. 그럼 나 다음에 형 차 한 번 타봐도 되나?	7
왜 한숨이야.	1
사장님… 저… 기억 하시나요?	2
그래도 돼?	1
야, 그런걸 누가 대신 얘기해!	3
네. 평수도 너무 넓구요.	2
예, 잠시만 기다리세요.	7
선생님이 무서운 얘기 해줄까?	7
근데 왜 부르셨어요?	1
 그럼 이거 먹지 마. 내 푼돈으로 산 거니까.	0
 와우. 죽이는데? 역시 외제차가 다르긴 다르네.	5
어? 내일이 그 날이야?	5
없다 왜. 아픈데만 골라서 찌르네 이자식이.	6
 그래! 뭔지 들어나 보자!	7
안돼. 경차는.	3
뭘 알아보고 있는데?	3
알아. 아는데… 다 결혼하고 나서 해도 되는 것들이잖아.	7
창피한게 아니야… 얼마 고통스러웠겠냐. 본인이. 응?	1
끓는점…? 내가 너만 보면 속이 부글부글, 절로 화가 나. 알았어?	0
네. 자꾸 야근하다 보니 자연스레 야식도 많이 먹게 되고, 운동을 하러 갈 시간도 없으니까... 한 달 만에 5kg나 쪄 버렸어요.	6
한 삼천 정도? 내리면 금방 나갈 것 같기도 해요.	2
못 살았지.	1
나도 일전에 이탈리아 여행 갔을 때, 믹스커피 가져가서 아주 잘 먹었어.	1
낭떠러지 같은 곳도 있었는데… 진짜 좋았어요. 아빠가 뒤에서 잡아줘서 멀리 내려다 봤는데.. 진짜 멋있었어요.	1
